Policy_ID,Customer_ID,Married_Premium_Discount,Prior_Insurance,Prior_Insurance_Premium_Adjustment,Policy_Type,Policy_Adjustment,Premium_Amount,Total_Discounts,Time_Since_First_Contact,Conversion_Status,Website_Visits,Inquiries,Quotes_Requested,Time_to_Conversion,Premium_Adjustment_Credit,Premium_Adjustment_Region
P301,301,0,1-5 years,50,Full Coverage,0,2250,50,12,1,3,3,3,10,50,50
P302,302,86,1-5 years,50,Full Coverage,0,2386,50,23,0,2,2,2,99,-50,100
P303,303,0,<1 year,100,Liability-Only,-200,2100,50,18,1,0,3,2,2,50,50
P304,304,0,<1 year,100,Liability-Only,-200,2050,0,6,1,5,3,1,1,-50,0
P305,305,0,<1 year,100,Full Coverage,0,2350,0,30,0,7,3,3,99,50,50
P306,306,86,1-5 years,50,Full Coverage,0,2286,50,25,1,5,3,1,5,50,0
P307,307,0,>5 years,0,Liability-Only,-200,2050,100,28,1,4,1,2,6,50,100
P308,308,0,<1 year,100,Full Coverage,0,2250,50,6,0,4,1,2,99,-50,100
P309,309,86,<1 year,100,Liability-Only,-200,2036,50,19,0,6,1,1,99,-50,0
P310,310,86,1-5 years,50,Liability-Only,-200,2036,100,5,1,1,0,1,11,-50,100
P311,311,86,>5 years,0,Full Coverage,0,2236,0,5,0,5,1,2,99,-50,50
P312,312,0,<1 year,100,Full Coverage,0,2250,50,27,1,6,2,1,11,-50,100
P313,313,86,1-5 years,50,Liability-Only,-200,2236,50,22,1,4,3,1,10,50,100
P314,314,0,1-5 years,50,Full Coverage,0,2300,50,5,1,7,2,1,11,50,100
P315,315,86,1-5 years,50,Full Coverage,0,2386,50,17,1,5,2,3,8,50,100
P316,316,0,1-5 years,50,Full Coverage,0,2050,100,20,1,5,2,1,12,-50,0
P317,317,86,1-5 years,50,Full Coverage,0,2236,100,14,0,5,3,2,99,-50,50
P318,318,0,>5 years,0,Full Coverage,0,2250,0,16,0,5,5,2,99,50,50
P319,319,0,1-5 years,50,Full Coverage,0,2150,50,22,0,4,3,1,99,-50,50
P320,320,86,<1 year,100,Full Coverage,0,2386,0,13,1,3,3,1,5,50,0
P321,321,86,1-5 years,50,Liability-Only,-200,2286,50,9,0,5,1,1,99,-50,100
P322,322,86,1-5 years,50,Liability-Only,-200,2236,0,28,0,3,0,1,99,50,100
P323,323,0,>5 years,0,Full Coverage,0,2150,50,14,1,6,3,2,11,-50,100
P324,324,0,1-5 years,50,Liability-Only,-200,2050,100,13,1,7,2,2,6,50,50
P325,325,86,>5 years,0,Full Coverage,0,2336,100,15,1,3,2,2,5,50,100
P326,326,86,>5 years,0,Liability-Only,-200,2136,0,1,0,4,2,2,99,-50,50
P327,327,86,1-5 years,50,Liability-Only,-200,1986,100,16,1,6,3,3,10,-50,50
P328,328,0,>5 years,0,Full Coverage,0,2200,100,23,0,4,1,3,99,50,0
P329,329,0,1-5 years,50,Full Coverage,0,2250,0,30,0,8,2,1,99,50,0
P330,330,0,1-5 years,50,Full Coverage,0,2350,0,18,1,4,1,3,6,50,100
P331,331,86,<1 year,100,Liability-Only,-200,2136,0,18,1,8,5,2,2,-50,50
P332,332,86,1-5 years,50,Full Coverage,0,2386,0,11,1,3,3,3,3,50,50
P333,333,0,1-5 years,50,Full Coverage,0,2250,0,4,1,2,1,1,12,-50,0
P334,334,86,1-5 years,50,Liability-Only,-200,2186,0,14,1,6,1,3,9,-50,100
P335,335,0,1-5 years,50,Full Coverage,0,2300,50,12,1,4,1,2,2,50,100
P336,336,86,1-5 years,50,Liability-Only,-200,2036,0,7,1,9,1,3,2,-50,0
P337,337,86,1-5 years,50,Liability-Only,-200,2286,0,27,0,3,3,3,99,50,50
P338,338,0,1-5 years,50,Full Coverage,0,2100,100,25,1,5,3,1,3,-50,50
P339,339,0,<1 year,100,Full Coverage,0,2400,50,29,1,5,3,3,8,50,100
P340,340,0,1-5 years,50,Full Coverage,0,2200,0,7,1,4,1,1,1,-50,0
P341,341,86,1-5 years,50,Liability-Only,-200,2086,0,15,1,8,1,2,10,-50,0
P342,342,86,1-5 years,50,Liability-Only,-200,2336,0,19,0,7,1,1,99,50,0
P343,343,0,<1 year,100,Full Coverage,0,2350,0,9,1,1,2,2,5,-50,100
P344,344,0,1-5 years,50,Liability-Only,-200,1950,0,20,1,2,2,3,2,-50,0
P345,345,0,1-5 years,50,Full Coverage,0,2150,50,16,0,11,2,1,99,-50,0
P346,346,86,>5 years,0,Full Coverage,0,2136,100,12,1,2,1,3,9,-50,50
P347,347,86,1-5 years,50,Liability-Only,-200,2086,50,29,1,5,1,1,11,-50,100
P348,348,0,<1 year,100,Full Coverage,0,2150,100,30,1,0,1,2,2,-50,50
P349,349,0,<1 year,100,Liability-Only,-200,2100,50,22,0,4,2,1,99,-50,100
P350,350,0,<1 year,100,Full Coverage,0,2300,0,4,0,5,0,2,99,-50,100
P351,351,86,1-5 years,50,Full Coverage,0,2336,0,3,1,6,4,2,2,-50,100
P352,352,0,<1 year,100,Full Coverage,0,2400,0,17,1,3,6,3,8,50,100
P353,353,0,1-5 years,50,Full Coverage,0,2250,100,18,1,7,1,2,1,50,100
P354,354,0,1-5 years,50,Full Coverage,0,2350,0,16,0,8,3,1,99,50,100
P355,355,0,>5 years,0,Full Coverage,0,2050,50,3,1,4,1,3,6,-50,0
P356,356,0,1-5 years,50,Full Coverage,0,2200,0,12,0,6,1,1,99,-50,50
P357,357,0,1-5 years,50,Full Coverage,0,2300,0,24,1,6,1,3,11,-50,100
P358,358,86,>5 years,0,Full Coverage,0,2186,50,26,1,6,1,3,3,-50,50
P359,359,86,1-5 years,50,Full Coverage,0,2386,50,11,1,5,1,2,2,50,50
P360,360,86,>5 years,0,Full Coverage,0,2236,50,23,1,3,2,3,13,-50,100
P361,361,86,1-5 years,50,Liability-Only,-200,2186,0,24,1,9,1,1,6,50,50
P362,362,86,1-5 years,50,Liability-Only,-200,1936,100,1,1,5,6,1,10,-50,0
P363,363,86,1-5 years,50,Liability-Only,-200,2186,0,4,1,3,4,2,9,50,50
P364,364,86,>5 years,0,Full Coverage,0,2236,100,29,1,7,2,3,9,-50,100
P365,365,86,1-5 years,50,Full Coverage,0,2286,100,14,0,3,1,3,99,-50,100
P366,366,86,>5 years,0,Full Coverage,0,2386,0,6,0,3,0,1,99,-50,0
P367,367,86,<1 year,100,Full Coverage,0,2336,0,9,1,3,4,3,2,-50,50
P368,368,0,1-5 years,50,Liability-Only,-200,1950,50,2,1,3,3,2,11,-50,50
P369,369,0,>5 years,0,Liability-Only,-200,2050,0,14,0,6,1,1,99,-50,100
P370,370,86,1-5 years,50,Full Coverage,0,2336,50,8,0,7,1,1,99,-50,100
P371,371,0,>5 years,0,Full Coverage,0,2300,50,21,1,3,1,1,5,50,100
P372,372,0,<1 year,100,Full Coverage,0,2350,0,29,0,5,4,1,99,-50,100
P373,373,86,>5 years,0,Full Coverage,0,2336,0,1,1,8,0,1,5,-50,100
P374,374,0,1-5 years,50,Full Coverage,0,2200,50,19,0,6,0,2,99,-50,50
P375,375,0,<1 year,100,Full Coverage,0,2200,50,5,0,6,1,3,99,-50,50
P376,376,0,>5 years,0,Liability-Only,-200,2050,0,3,1,6,1,3,10,50,50
P377,377,86,1-5 years,50,Liability-Only,-200,2036,0,24,0,2,1,2,99,-50,0
P378,378,0,<1 year,100,Full Coverage,0,2200,50,29,0,5,0,3,99,-50,50
P379,379,86,<1 year,100,Liability-Only,-200,2136,100,5,1,2,2,1,13,-50,100
P380,380,0,1-5 years,50,Full Coverage,0,2250,100,6,0,5,0,3,99,50,100
P381,381,0,>5 years,0,Liability-Only,-200,2000,50,27,1,9,1,2,7,-50,100
P382,382,0,<1 year,100,Liability-Only,-200,2100,0,17,1,6,0,2,7,-50,50
P383,383,0,1-5 years,50,Full Coverage,0,2300,50,8,1,4,4,1,1,50,100
P384,384,86,<1 year,100,Full Coverage,0,2386,50,6,1,5,1,3,2,50,50
P385,385,0,>5 years,0,Liability-Only,-200,2050,50,22,0,5,1,2,99,50,100
P386,386,0,<1 year,100,Full Coverage,0,2350,0,16,0,6,2,1,99,50,50
P387,387,86,1-5 years,50,Full Coverage,0,2386,50,18,1,3,0,2,2,50,100
P388,388,0,<1 year,100,Full Coverage,0,2250,50,20,1,4,2,1,10,50,0
P389,389,86,1-5 years,50,Full Coverage,0,2386,50,4,1,10,1,3,2,50,100
P390,390,86,>5 years,0,Liability-Only,-200,2186,0,15,1,5,2,3,3,50,100
P391,391,0,1-5 years,50,Full Coverage,0,2200,50,23,0,7,2,3,99,50,0
P392,392,86,<1 year,100,Full Coverage,0,2336,50,19,0,3,0,1,99,-50,100
P393,393,0,1-5 years,50,Liability-Only,-200,2250,50,14,1,6,1,1,8,50,50
P394,394,86,>5 years,0,Full Coverage,0,2286,50,21,1,2,4,3,9,50,50
P395,395,86,<1 year,100,Full Coverage,0,2236,50,14,1,2,2,1,5,-50,0
P396,396,0,<1 year,100,Full Coverage,0,2300,0,3,1,3,0,2,3,-50,50
P397,397,86,<1 year,100,Full Coverage,0,2286,50,7,1,8,1,1,5,-50,50
P398,398,0,>5 years,0,Liability-Only,-200,2000,0,17,0,7,4,3,99,-50,100
P399,399,0,1-5 years,50,Liability-Only,-200,2050,50,4,1,5,1,3,5,-50,100
P400,400,0,1-5 years,50,Full Coverage,0,2200,0,26,0,4,4,2,99,-50,50
P401,401,0,1-5 years,50,Full Coverage,0,2250,0,13,0,7,1,2,99,-50,100
P402,402,0,1-5 years,50,Full Coverage,0,2300,0,18,0,4,3,3,99,-50,100
P403,403,86,>5 years,0,Full Coverage,0,2286,50,3,0,7,3,3,99,50,50
P404,404,0,1-5 years,50,Liability-Only,-200,1900,50,6,0,2,0,3,99,-50,0
P405,405,86,>5 years,0,Liability-Only,-200,2036,50,3,1,8,4,1,12,-50,100
P406,406,0,1-5 years,50,Liability-Only,-200,2050,0,14,1,9,1,3,3,-50,100
P407,407,0,<1 year,100,Liability-Only,-200,2200,0,27,1,3,1,2,5,50,100
P408,408,0,1-5 years,50,Full Coverage,0,2350,0,22,1,6,2,3,14,50,100
P409,409,0,>5 years,0,Liability-Only,-200,1950,50,8,1,4,3,1,14,50,0
P410,410,0,1-5 years,50,Full Coverage,0,2150,100,27,0,8,1,3,99,-50,100
P411,411,0,>5 years,0,Full Coverage,0,2100,50,28,0,4,0,3,99,-50,50
P412,412,0,1-5 years,50,Full Coverage,0,2450,0,2,0,7,4,1,99,-50,100
P413,413,86,1-5 years,50,Full Coverage,0,2436,0,27,0,6,1,2,99,50,100
P414,414,86,>5 years,0,Full Coverage,0,2386,0,22,1,3,1,1,7,-50,100
P415,415,86,>5 years,0,Full Coverage,0,2286,0,2,1,7,3,1,2,-50,100
P416,416,0,1-5 years,50,Full Coverage,0,2200,50,14,0,3,1,3,99,-50,100
P417,417,86,1-5 years,50,Full Coverage,0,2336,100,27,0,6,0,1,99,50,0
P418,418,86,<1 year,100,Full Coverage,0,2436,0,7,1,6,2,1,12,-50,100
P419,419,86,1-5 years,50,Full Coverage,0,2436,50,12,0,6,0,2,99,50,50
P420,420,0,1-5 years,50,Liability-Only,-200,2100,0,8,0,3,1,3,99,-50,100
P421,421,0,<1 year,100,Full Coverage,0,2200,50,9,1,3,1,1,4,-50,50
P422,422,86,1-5 years,50,Full Coverage,0,2286,50,22,0,7,2,2,99,-50,100
P423,423,86,1-5 years,50,Liability-Only,-200,2286,0,18,1,3,1,3,12,50,100
P424,424,86,>5 years,0,Full Coverage,0,2136,100,7,1,3,2,1,8,-50,50
P425,425,86,1-5 years,50,Full Coverage,0,2336,50,28,0,2,1,1,99,-50,100
P426,426,86,1-5 years,50,Full Coverage,0,2286,100,6,1,3,1,1,7,-50,100
P427,427,0,>5 years,0,Liability-Only,-200,2000,0,30,1,2,3,1,8,-50,100
P428,428,0,<1 year,100,Liability-Only,-200,2000,50,2,1,2,2,3,1,-50,50
P429,429,86,1-5 years,50,Liability-Only,-200,2236,0,6,1,2,1,3,12,50,100
P430,430,86,1-5 years,50,Liability-Only,-200,2186,50,27,1,2,2,3,6,-50,0
P431,431,86,<1 year,100,Full Coverage,0,2386,50,15,0,6,4,3,99,-50,100
P432,432,86,1-5 years,50,Liability-Only,-200,2236,50,29,0,5,1,3,99,50,100
P433,433,86,<1 year,100,Full Coverage,0,2536,0,21,0,2,1,2,99,50,100
P434,434,86,<1 year,100,Full Coverage,0,2436,50,25,0,4,3,3,99,50,100
P435,435,86,<1 year,100,Liability-Only,-200,2386,0,17,0,5,3,3,99,50,100
P436,436,0,>5 years,0,Liability-Only,-200,2050,50,4,0,6,1,1,99,50,100
P437,437,0,1-5 years,50,Full Coverage,0,2250,0,5,0,5,2,3,99,-50,100
P438,438,0,1-5 years,50,Full Coverage,0,2250,0,23,0,3,0,2,99,50,0
P439,439,86,1-5 years,50,Liability-Only,-200,2186,50,13,1,4,1,2,2,-50,0
P440,440,0,1-5 years,50,Liability-Only,-200,2000,50,29,1,4,2,2,14,-50,100
P441,441,0,1-5 years,50,Full Coverage,0,2250,0,26,0,5,0,1,99,-50,0
P442,442,86,1-5 years,50,Liability-Only,-200,2086,50,13,0,2,1,1,99,-50,100
P443,443,86,<1 year,100,Full Coverage,0,2486,0,27,0,8,2,2,99,50,0
P444,444,0,1-5 years,50,Liability-Only,-200,2000,50,13,1,5,4,3,5,-50,100
P445,445,86,<1 year,100,Liability-Only,-200,2136,0,26,0,3,2,3,99,-50,50
P446,446,86,<1 year,100,Full Coverage,0,2386,50,24,1,8,1,2,13,50,50
P447,447,0,>5 years,0,Liability-Only,-200,2100,0,19,1,5,4,2,7,50,100
P448,448,0,1-5 years,50,Liability-Only,-200,2050,0,30,0,4,3,1,99,-50,100
P449,449,86,1-5 years,50,Full Coverage,0,2336,50,7,0,4,2,1,99,-50,100
P450,450,0,1-5 years,50,Full Coverage,0,2300,0,23,0,5,1,3,99,-50,50
P451,451,0,1-5 years,50,Liability-Only,-200,2000,0,30,0,7,0,1,99,-50,50
P452,452,86,1-5 years,50,Full Coverage,0,2536,0,5,1,8,0,2,5,-50,100
P453,453,0,>5 years,0,Liability-Only,-200,2150,0,20,1,5,1,3,5,50,0
P454,454,86,1-5 years,50,Liability-Only,-200,2086,50,30,0,9,1,2,99,-50,100
P455,455,86,>5 years,0,Liability-Only,-200,2086,0,11,0,3,0,2,99,50,0
P456,456,0,>5 years,0,Full Coverage,0,2200,50,10,0,11,1,2,99,-50,100
P457,457,86,1-5 years,50,Liability-Only,-200,2236,0,26,1,4,2,3,10,-50,100
P458,458,86,>5 years,0,Full Coverage,0,2236,100,9,0,4,2,3,99,-50,100
P459,459,86,1-5 years,50,Liability-Only,-200,2136,0,22,0,3,1,2,99,-50,100
P460,460,0,1-5 years,50,Liability-Only,-200,2100,50,1,1,5,1,1,5,50,50
P461,461,0,<1 year,100,Liability-Only,-200,2050,0,21,0,8,4,3,99,-50,50
P462,462,86,1-5 years,50,Full Coverage,0,2336,0,15,0,3,3,3,99,-50,100
P463,463,0,>5 years,0,Liability-Only,-200,2150,50,21,1,7,3,1,3,-50,100
P464,464,86,>5 years,0,Full Coverage,0,2136,50,22,1,4,3,2,9,-50,0
P465,465,0,>5 years,0,Full Coverage,0,2100,100,26,0,3,2,1,99,-50,100
P466,466,86,<1 year,100,Liability-Only,-200,2286,0,13,1,7,0,2,3,50,100
P467,467,0,1-5 years,50,Full Coverage,0,2200,50,5,1,3,3,2,6,50,0
P468,468,0,1-5 years,50,Liability-Only,-200,2050,50,14,0,3,3,2,99,50,0
P469,469,0,1-5 years,50,Liability-Only,-200,2100,0,22,1,6,5,3,6,50,50
P470,470,86,1-5 years,50,Liability-Only,-200,1986,50,23,0,5,2,2,99,-50,0
P471,471,0,1-5 years,50,Full Coverage,0,2350,0,4,1,5,2,1,7,50,100
P472,472,86,1-5 years,50,Liability-Only,-200,2286,0,9,1,7,3,2,10,-50,50
P473,473,0,1-5 years,50,Full Coverage,0,2150,50,8,1,8,2,1,8,-50,0
P474,474,86,1-5 years,50,Liability-Only,-200,2136,50,8,0,3,3,3,99,50,0
P475,475,86,<1 year,100,Full Coverage,0,2486,0,9,1,4,2,2,5,50,100
P476,476,86,>5 years,0,Full Coverage,0,2386,0,3,0,2,2,3,99,50,50
P477,477,86,<1 year,100,Liability-Only,-200,2236,50,27,1,2,0,1,2,50,100
P478,478,0,<1 year,100,Full Coverage,0,2250,0,9,0,10,2,2,99,-50,50
P479,479,0,>5 years,0,Liability-Only,-200,1900,0,29,0,3,4,3,99,-50,0
P480,480,0,>5 years,0,Liability-Only,-200,2050,0,2,1,4,4,2,3,-50,100
P481,481,0,>5 years,0,Full Coverage,0,2100,0,29,0,3,4,2,99,-50,0
P482,482,0,<1 year,100,Liability-Only,-200,1900,100,15,1,3,1,1,10,-50,0
P483,483,86,1-5 years,50,Full Coverage,0,2386,0,10,0,4,2,3,99,50,50
P484,484,86,>5 years,0,Liability-Only,-200,1936,100,13,1,4,2,1,6,-50,50
P485,485,86,>5 years,0,Liability-Only,-200,2036,0,1,1,2,1,3,9,-50,0
P486,486,86,1-5 years,50,Liability-Only,-200,2186,50,8,1,5,0,1,9,50,50
P487,487,86,1-5 years,50,Full Coverage,0,2436,0,14,0,4,1,1,99,-50,100
P488,488,86,<1 year,100,Liability-Only,-200,2186,0,16,0,6,0,3,99,-50,50
P489,489,86,<1 year,100,Liability-Only,-200,2136,50,24,0,4,1,1,99,50,0
P490,490,86,1-5 years,50,Full Coverage,0,2386,0,26,0,7,4,2,99,50,50
P491,491,0,<1 year,100,Liability-Only,-200,2100,50,23,1,6,1,1,6,-50,100
P492,492,86,>5 years,0,Full Coverage,0,2286,50,1,1,4,2,1,7,50,50
P493,493,0,<1 year,100,Full Coverage,0,2400,50,8,1,2,2,1,9,50,100
P494,494,0,>5 years,0,Full Coverage,0,2250,50,28,1,4,2,2,14,50,100
P495,495,0,<1 year,100,Full Coverage,0,2450,0,25,0,2,1,2,99,50,100
P496,496,86,1-5 years,50,Liability-Only,-200,2086,50,1,1,3,0,2,9,-50,100
P497,497,86,<1 year,100,Liability-Only,-200,2486,0,30,0,2,3,1,99,50,100
P498,498,86,>5 years,0,Liability-Only,-200,1936,50,1,1,4,3,1,12,-50,0
P499,499,86,1-5 years,50,Liability-Only,-200,2236,0,1,1,6,1,1,6,50,100
P500,500,86,<1 year,100,Liability-Only,-200,2136,100,27,1,4,2,2,9,-50,50
P501,501,0,>5 years,0,Full Coverage,0,2200,100,4,1,7,4,1,13,50,100
P502,502,0,1-5 years,50,Full Coverage,0,2150,100,5,0,5,3,2,99,-50,100
P503,503,0,<1 year,100,Liability-Only,-200,2000,50,24,1,1,1,3,3,-50,50
P504,504,86,>5 years,0,Liability-Only,-200,2136,0,12,0,3,2,1,99,-50,100
P505,505,86,>5 years,0,Liability-Only,-200,2086,50,24,1,3,1,3,14,-50,50
P506,506,0,<1 year,100,Liability-Only,-200,2050,50,6,1,1,1,2,11,-50,100
P507,507,86,<1 year,100,Full Coverage,0,2386,50,7,1,4,0,1,6,50,50
P508,508,0,>5 years,0,Full Coverage,0,2100,0,1,0,9,1,3,99,-50,0
P509,509,0,1-5 years,50,Liability-Only,-200,2050,50,29,0,4,1,1,99,50,50
P510,510,86,1-5 years,50,Full Coverage,0,2386,0,24,0,6,1,1,99,-50,100
P511,511,86,>5 years,0,Full Coverage,0,2286,0,13,1,6,2,3,2,-50,100
P512,512,86,1-5 years,50,Full Coverage,0,2236,50,28,1,8,3,3,3,-50,0
P513,513,86,>5 years,0,Liability-Only,-200,2086,0,15,0,9,5,3,99,50,0
P514,514,86,>5 years,0,Liability-Only,-200,2036,0,22,1,6,1,2,13,-50,50
P515,515,86,>5 years,0,Full Coverage,0,2386,0,12,1,5,1,1,2,50,50
P516,516,86,1-5 years,50,Full Coverage,0,2336,50,17,0,6,2,1,99,-50,50
P517,517,0,1-5 years,50,Full Coverage,0,2300,0,26,1,5,3,3,8,50,0
P518,518,0,1-5 years,50,Liability-Only,-200,2000,50,13,0,5,4,1,99,50,0
P519,519,86,1-5 years,50,Liability-Only,-200,2036,100,21,1,9,0,1,13,-50,100
P520,520,0,<1 year,100,Full Coverage,0,2250,0,9,1,7,1,2,12,-50,50
P521,521,0,1-5 years,50,Full Coverage,0,2250,0,13,1,3,0,2,8,-50,100
P522,522,0,1-5 years,50,Liability-Only,-200,2050,0,17,1,3,6,3,12,-50,100
P523,523,0,1-5 years,50,Full Coverage,0,2300,50,26,0,3,4,3,99,50,50
P524,524,86,>5 years,0,Full Coverage,0,2236,50,19,0,4,4,3,99,-50,100
P525,525,86,1-5 years,50,Full Coverage,0,2236,50,28,1,1,2,3,11,-50,50
P526,526,0,1-5 years,50,Full Coverage,0,2250,50,6,0,6,0,3,99,50,50
P527,527,0,1-5 years,50,Full Coverage,0,2250,0,18,1,5,3,2,9,-50,100
P528,528,0,>5 years,0,Liability-Only,-200,2050,0,10,0,5,1,2,99,-50,100
P529,529,0,1-5 years,50,Full Coverage,0,2450,0,10,1,5,1,1,1,50,100
P530,530,0,1-5 years,50,Full Coverage,0,2400,0,21,0,3,3,3,99,50,100
P531,531,86,<1 year,100,Full Coverage,0,2486,0,15,1,3,2,2,12,50,100
P532,532,86,1-5 years,50,Liability-Only,-200,2136,50,9,1,6,3,1,11,-50,100
P533,533,86,>5 years,0,Full Coverage,0,2336,0,5,0,6,0,3,99,-50,100
P534,534,0,>5 years,0,Full Coverage,0,2150,50,16,1,5,0,2,13,50,0
P535,535,0,1-5 years,50,Full Coverage,0,2300,50,19,0,7,2,2,99,-50,100
P536,536,0,>5 years,0,Liability-Only,-200,1900,0,5,1,3,2,3,12,-50,0
P537,537,0,>5 years,0,Full Coverage,0,2050,50,6,0,6,3,2,99,-50,0
P538,538,0,>5 years,0,Liability-Only,-200,2050,50,9,1,12,3,2,4,50,100
P539,539,0,1-5 years,50,Liability-Only,-200,1950,0,6,1,7,3,2,8,-50,0
P540,540,0,1-5 years,50,Full Coverage,0,2200,50,15,1,5,3,3,4,-50,50
P541,541,86,1-5 years,50,Liability-Only,-200,2136,0,18,0,9,2,3,99,-50,50
P542,542,0,<1 year,100,Liability-Only,-200,1950,50,5,0,9,1,3,99,-50,0
P543,543,0,1-5 years,50,Full Coverage,0,2150,50,28,1,10,3,2,14,-50,50
P544,544,86,>5 years,0,Full Coverage,0,2436,50,9,1,6,0,1,8,-50,100
P545,545,86,<1 year,100,Full Coverage,0,2536,50,10,0,8,4,3,99,50,100
P546,546,0,>5 years,0,Full Coverage,0,2200,0,11,1,3,3,1,10,-50,100
P547,547,86,<1 year,100,Full Coverage,0,2386,0,16,0,8,4,3,99,-50,100
P548,548,86,1-5 years,50,Full Coverage,0,2286,50,13,1,5,2,3,2,-50,100
P549,549,86,<1 year,100,Liability-Only,-200,2086,50,27,1,3,2,1,9,-50,50
P550,550,0,1-5 years,50,Full Coverage,0,2100,50,17,0,6,2,2,99,-50,0
P551,551,0,>5 years,0,Full Coverage,0,2100,0,8,0,4,0,3,99,-50,0
P552,552,86,1-5 years,50,Full Coverage,0,2286,50,21,1,5,1,3,3,-50,100
P553,553,86,>5 years,0,Liability-Only,-200,2136,0,23,1,3,4,2,5,50,50
P554,554,0,<1 year,100,Liability-Only,-200,2200,0,28,0,8,1,1,99,50,100
P555,555,0,1-5 years,50,Full Coverage,0,2400,50,11,1,6,4,3,10,50,100
P556,556,0,1-5 years,50,Liability-Only,-200,1950,0,4,0,7,4,2,99,-50,0
P557,557,86,<1 year,100,Full Coverage,0,2336,50,4,1,3,2,1,12,-50,50
P558,558,86,1-5 years,50,Full Coverage,0,2336,0,16,1,3,3,1,3,-50,100
P559,559,86,<1 year,100,Full Coverage,0,2386,50,24,0,5,5,3,99,50,50
P560,560,0,1-5 years,50,Liability-Only,-200,2050,0,28,0,3,2,3,99,50,0
P561,561,86,>5 years,0,Full Coverage,0,2236,0,29,0,3,1,3,99,-50,50
P562,562,86,>5 years,0,Full Coverage,0,2386,50,25,0,3,1,1,99,50,50
P563,563,86,>5 years,0,Liability-Only,-200,2236,0,13,1,4,2,2,12,50,100
P564,564,86,>5 years,0,Liability-Only,-200,2136,0,26,1,4,1,1,12,-50,100
P565,565,0,>5 years,0,Liability-Only,-200,1900,100,17,1,4,3,1,4,50,0
P566,566,86,1-5 years,50,Liability-Only,-200,2236,0,6,0,5,2,2,99,-50,100
P567,567,0,1-5 years,50,Full Coverage,0,2250,0,13,0,6,0,3,99,50,0
P568,568,0,1-5 years,50,Liability-Only,-200,2150,50,18,0,5,0,3,99,50,100
P569,569,86,<1 year,100,Full Coverage,0,2386,50,13,0,4,3,3,99,50,50
P570,570,0,<1 year,100,Full Coverage,0,2300,0,30,0,5,1,3,99,-50,100
P571,571,0,<1 year,100,Liability-Only,-200,2100,0,10,1,4,3,2,4,-50,50
P572,572,0,>5 years,0,Full Coverage,0,2150,50,28,0,7,1,2,99,-50,100
P573,573,86,<1 year,100,Liability-Only,-200,2236,50,29,1,2,0,3,8,50,100
P574,574,86,>5 years,0,Full Coverage,0,2336,0,3,0,2,0,2,99,-50,100
P575,575,86,>5 years,0,Liability-Only,-200,2136,50,25,1,3,2,3,14,50,100
P576,576,0,1-5 years,50,Full Coverage,0,2300,50,23,1,7,4,3,4,50,100
P577,577,0,1-5 years,50,Full Coverage,0,2300,50,3,0,5,3,2,99,50,100
P578,578,0,>5 years,0,Liability-Only,-200,1900,0,10,1,8,2,1,7,-50,0
P579,579,86,1-5 years,50,Liability-Only,-200,2186,0,11,1,4,1,2,1,50,50
P580,580,86,>5 years,0,Full Coverage,0,2236,0,12,0,5,1,2,99,-50,50
P581,581,0,>5 years,0,Liability-Only,-200,2050,50,21,1,6,3,1,12,50,0
P582,582,86,1-5 years,50,Full Coverage,0,2336,50,22,1,4,4,2,13,50,50
P583,583,0,<1 year,100,Full Coverage,0,2300,0,6,1,7,2,1,13,-50,100
P584,584,86,1-5 years,50,Full Coverage,0,2286,0,14,1,7,0,2,5,-50,50
P585,585,86,1-5 years,50,Full Coverage,0,2336,0,25,1,3,1,1,1,-50,100
P586,586,86,<1 year,100,Liability-Only,-200,2236,0,1,0,4,3,2,99,50,50
P587,587,86,>5 years,0,Full Coverage,0,2286,50,16,1,7,3,2,8,50,50
P588,588,86,1-5 years,50,Liability-Only,-200,2086,100,28,1,3,1,3,6,50,50
P589,589,86,>5 years,0,Liability-Only,-200,2086,50,2,1,8,2,2,7,50,0
P590,590,86,1-5 years,50,Full Coverage,0,2436,0,11,0,8,1,1,99,50,100
P591,591,86,1-5 years,50,Full Coverage,0,2336,0,7,1,3,1,1,5,-50,100
P592,592,86,1-5 years,50,Full Coverage,0,2386,50,27,1,5,1,3,9,50,50
P593,593,0,>5 years,0,Full Coverage,0,2200,0,4,0,5,3,3,99,-50,100
P594,594,86,1-5 years,50,Full Coverage,0,2386,0,6,1,5,4,1,12,-50,50
P595,595,0,1-5 years,50,Liability-Only,-200,1950,50,25,1,8,2,3,12,-50,50
P596,596,0,>5 years,0,Full Coverage,0,2350,0,9,0,4,0,2,99,50,50
P597,597,0,1-5 years,50,Liability-Only,-200,2100,50,4,1,5,2,2,8,50,100
P598,598,0,<1 year,100,Liability-Only,-200,2100,0,7,0,6,0,1,99,50,0
P599,599,86,1-5 years,50,Full Coverage,0,2286,50,3,1,1,0,1,8,-50,0
P600,600,0,>5 years,0,Full Coverage,0,2300,0,19,0,8,0,2,99,-50,0
P601,601,0,<1 year,100,Full Coverage,0,2200,50,20,1,2,2,1,12,-50,50
P602,602,0,1-5 years,50,Liability-Only,-200,2150,50,21,0,8,1,3,99,50,100
P603,603,86,1-5 years,50,Full Coverage,0,2486,0,29,1,1,0,2,9,50,50
P604,604,86,>5 years,0,Full Coverage,0,2386,0,25,0,4,1,2,99,50,100
